# ----------------------------------------
# Alle mobilappdata
# Vigtigste hændelser
# 20180101-20180131
# ----------------------------------------

Hændelsesetiket,Al aktivitet,Unikke hændelser,Hændelsesværdi,Gennemsnitlig værdi
WEBCAM:OPEN:Fullscreen:Rute-16-Viborg-Ø,11,11,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-29-Års---NV,11,10,0,"0,00"
WEBCAM:OPEN:Fullscreen:Vemmelev---Ø,11,11,0,"0,00"
WEBCAM:OPEN:Rute 170 Rådhusg. S,11,10,0,"0,00"
No webcam,10,6,0,"0,00"
WEBCAM:OPEN:Fullscreen:Vig---S,10,10,0,"0,00"
EVENT:UNFOLLOW:TrafficEventB,9,8,0,"0,00"
WEBCAM:FOLLOW:E20 Storebæltbroen,9,9,0,"0,00"
WEBCAM:FOLLOW:E20/E47 Karlslunde rasteplads - S,9,9,0,"0,00"
WEBCAM:FOLLOW:E45 Randers,9,9,0,"0,00"
WEBCAM:OPEN:Fullscreen:E20-Vissenbjerg-V,9,9,0,"0,00"
WEBCAM:OPEN:Fullscreen:Gørløse-S,9,8,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-16-Randers,9,8,0,"0,00"
WEBCAM:OPEN:Fullscreen:Sorø---Ø,9,9,0,"0,00"
WEBCAM:OPEN:Fullscreen:Tystrupvej,9,9,0,"0,00"
NAVIGATIONMENU:SELECT:PROJECTS,8,6,0,"0,00"
WEBCAM:FOLLOW:E45 Gudenåen,8,7,0,"0,00"
"WEBCAM:FOLLOW:E45 Vejle N, mod S",8,8,0,"0,00"
WEBCAM:FOLLOW:E45 Vejlefjordbroen S,8,8,0,"0,00"
WEBCAM:FOLLOW:Søften - N,8,8,0,"0,00"
WEBCAM:FOLLOW:Vejlefjordbro nord,8,8,0,"0,00"
WEBCAM:OPEN:Fullscreen:E20-Fjelsted-V,8,8,0,"0,00"
WEBCAM:OPEN:Fullscreen:E45-Skærup-Rastepl.-N,8,8,0,"0,00"
WEBCAM:OPEN:Fullscreen:O3-ODN-Bullerup,8,8,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-15-Lystrup-Ø,8,8,0,"0,00"
WEBCAM:OPEN:Fullscreen:Svenstrup---S,8,7,0,"0,00"
WEBCAM:OPEN:Rødekro,8,7,0,"0,00"
PROJECT:SELECT:SERVICEBESKEDER,7,2,0,"0,00"
WEBCAM:FOLLOW:Kolding N MTX - SV,7,6,0,"0,00"
WEBCAM:FOLLOW:Kolding Ø - V,7,6,0,"0,00"
WEBCAM:FOLLOW:Rute 52 Horsens,7,7,0,"0,00"
WEBCAM:OPEN:Fullscreen:E39-Brønderslev-N,7,7,0,"0,00"
WEBCAM:OPEN:Fullscreen:Haverslev---S,7,7,0,"0,00"
WEBCAM:OPEN:Fullscreen:Odense-Syd---Ø,7,6,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-11-Fjerritslev-Ø,7,6,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-16-Holstebro-Ø---Ø,7,6,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-170-Kilen-N,7,7,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-170-Kruså-N,7,6,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-28-Skjern---NV,7,7,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-43-Faaborg,7,7,0,"0,00"
Area/,6,5,0,"0,00"
WEBCAM:FOLLOW:Allerød S,6,5,0,"0,00"
WEBCAM:FOLLOW:Vejle N Horsensvej,6,6,0,"0,00"
WEBCAM:OPEN:E20 Salby Ø,6,5,0,"0,00"
WEBCAM:OPEN:E20 Storebæltbroen,6,5,0,"0,00"
WEBCAM:OPEN:E20/E47 Karlslunde rasteplads - S,6,6,0,"0,00"
WEBCAM:OPEN:E45 Ejer Baunehøj,6,6,0,"0,00"
WEBCAM:OPEN:E47 Ønslev,6,5,0,"0,00"
WEBCAM:OPEN:E47/E55 Bårse N,6,5,0,"0,00"
WEBCAM:OPEN:Fullscreen:E20/E47-Greve,6,6,0,"0,00"
WEBCAM:OPEN:Fullscreen:E45-Vejlefjordbroen,6,5,0,"0,00"
WEBCAM:OPEN:Fullscreen:E47-Sandbjerg-N,6,6,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-14-Ringsted,6,6,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-170-Rådhusg.-N,6,5,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-40-Skagen-Ø,6,6,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-8-Kruså-Ø,6,5,0,"0,00"
WEBCAM:OPEN:Rute 180 Limfj.broen N,6,5,0,"0,00"
WEBCAM:OPEN:Søften - N,6,6,0,"0,00"
EVENT:OPEN:fullscreen:trim,5,2,0,"0,00"
PROJECT:FOLLOW:2,5,3,0,"0,00"
PROJECT:SELECT:TRAFIKINFO,5,2,0,"0,00"
WEBCAM:FOLLOW:E20 Lillebæltsbroen,5,5,0,"0,00"
WEBCAM:FOLLOW:E20 Ringsted,5,4,0,"0,00"
WEBCAM:FOLLOW:E45 Hylkedalbroen S,5,5,0,"0,00"
WEBCAM:FOLLOW:E45 Nørresundby S,5,5,0,"0,00"
WEBCAM:FOLLOW:E45 Skærup Rastepl. S,5,5,0,"0,00"
WEBCAM:FOLLOW:Kalbygård Skov - Ø,5,5,0,"0,00"
WEBCAM:FOLLOW:Odense MTX - V,5,5,0,"0,00"
WEBCAM:OPEN:Bakkebølle - Ø,5,5,0,"0,00"
WEBCAM:OPEN:E20 Nyborg C - S,5,5,0,"0,00"
WEBCAM:OPEN:E20 Vissenbjerg Ø,5,4,0,"0,00"
WEBCAM:OPEN:E20/E47/O4 Ishøj,5,5,0,"0,00"
WEBCAM:OPEN:E45 Haderslev,5,5,0,"0,00"
WEBCAM:OPEN:Fullscreen:Bakkebølle---S,5,5,0,"0,00"
WEBCAM:OPEN:Fullscreen:E20-Salby-V,5,5,0,"0,00"
WEBCAM:OPEN:Fullscreen:E47/E55-Bårse-N,5,5,0,"0,00"
WEBCAM:OPEN:Fullscreen:Hobro---S,5,5,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-15-Lind---V,5,5,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-19-Lyngbyvej-N,5,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-28-Hee-S,5,5,0,"0,00"
WEBCAM:OPEN:Fullscreen:Skovby---S,5,5,0,"0,00"
WEBCAM:OPEN:Fullscreen:Slangerupvej-Hillerød---N,5,5,0,"0,00"
WEBCAM:OPEN:Fullscreen:Ørum-V,5,5,0,"0,00"
WEBCAM:OPEN:Hemdrup,5,4,0,"0,00"
WEBCAM:OPEN:Kolding N MTX - SV,5,5,0,"0,00"
WEBCAM:OPEN:Odense Syd - V,5,5,0,"0,00"
WEBCAM:OPEN:Skovby - N,5,3,0,"0,00"
WEBCAM:OPEN:Vemmelev - V,5,5,0,"0,00"
PROJECT:OPEN:2,4,3,0,"0,00"
PROJECT:UNFOLLOW:2,4,2,0,"0,00"
"WEBCAM:FOLLOW:E20 København C, Ø",4,3,0,"0,00"
WEBCAM:FOLLOW:E20 Vejen,4,4,0,"0,00"
WEBCAM:FOLLOW:E45 Frøslev 1,4,3,0,"0,00"
WEBCAM:FOLLOW:E45 Skærup Rastepl. N,4,4,0,"0,00"
WEBCAM:FOLLOW:E45 Smidstrup S,4,3,0,"0,00"
WEBCAM:FOLLOW:E45 Vejlefjordbroen,4,4,0,"0,00"
WEBCAM:FOLLOW:E47 Brådebæk,4,3,0,"0,00"
WEBCAM:FOLLOW:E47 Gl. Holte,4,4,0,"0,00"
WEBCAM:FOLLOW:E47 Gladsaxe,4,4,0,"0,00"
WEBCAM:FOLLOW:E47 Roskildevej,4,3,0,"0,00"
WEBCAM:FOLLOW:E47/E55 Algestrup N,4,4,0,"0,00"
WEBCAM:FOLLOW:E47/E55 Algestrup S,4,4,0,"0,00"
WEBCAM:FOLLOW:Odense MTX - Ø,4,4,0,"0,00"
WEBCAM:FOLLOW:Rute 15 Barde,4,3,0,"0,00"
WEBCAM:FOLLOW:Rute 16 Randers,4,4,0,"0,00"
WEBCAM:FOLLOW:Rute 21 Brøndby,4,4,0,"0,00"
WEBCAM:FOLLOW:Rute 25 Løgumkloster N,4,4,0,"0,00"
"WEBCAM:FOLLOW:Rute 26 Nykøbing M, N",4,4,0,"0,00"
WEBCAM:FOLLOW:Rute 265 Korsør,4,3,0,"0,00"
WEBCAM:FOLLOW:Rute 28/30 Bill. Lufth.,4,4,0,"0,00"
WEBCAM:FOLLOW:Rute 9 Svendborgsundbroen N,4,3,0,"0,00"
WEBCAM:FOLLOW:Rute16 Fausing - V,4,4,0,"0,00"
WEBCAM:FOLLOW:Universitetsboulevarden,4,4,0,"0,00"
WEBCAM:FOLLOW:Vejle Bredstenvej - Ø,4,4,0,"0,00"
WEBCAM:OPEN:E20 Fjelsted Ø,4,4,0,"0,00"
WEBCAM:OPEN:E20 Sadderup V,4,4,0,"0,00"
WEBCAM:OPEN:E45 Hylkedalbroen S,4,4,0,"0,00"
WEBCAM:OPEN:E45 Tilst,4,4,0,"0,00"
WEBCAM:OPEN:E47 Brøndby,4,1,0,"0,00"
WEBCAM:OPEN:Fullscreen:E20-Kauslunde-Ø,4,4,0,"0,00"
WEBCAM:OPEN:Fullscreen:E20-Kbh.-Lufthavn-Ø,4,4,0,"0,00"
WEBCAM:OPEN:Fullscreen:E20/E47-Karlslunde-rasteplads---N,4,4,0,"0,00"
WEBCAM:OPEN:Fullscreen:E45-Nørresundby-N,4,4,0,"0,00"
WEBCAM:OPEN:Fullscreen:E45-Sæby---SV,4,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:E47-Humlebæk-N,4,1,0,"0,00"
WEBCAM:OPEN:Fullscreen:E47/E55-Algestrup-N,4,4,0,"0,00"
WEBCAM:OPEN:Fullscreen:Give---S,4,4,0,"0,00"
WEBCAM:OPEN:Fullscreen:Kvistgård---NØ,4,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Lumsås---NV,4,4,0,"0,00"
WEBCAM:OPEN:Fullscreen:Pårup---N,4,4,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-11-Gredst.bro-NV,4,4,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-25-Gabøl---N,4,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-9-Ringe-S,4,4,0,"0,00"
WEBCAM:OPEN:Odense MTX - Ø,4,3,0,"0,00"
WEBCAM:OPEN:Rute 170 Kilen N,4,4,0,"0,00"
WEBCAM:OPEN:Rute 170 Løgumkl.vej S,4,4,0,"0,00"
WEBCAM:OPEN:Rute 28 Hee - N,4,3,0,"0,00"
LIST:SELECT:subsection:rejsetider:Køge Bugt Motorvejen Nordgående,3,2,0,"0,00"
PROJECT:SELECT:OM PROJEKTET,3,2,0,"0,00"
WEBCAM:FOLLOW:E20 Kauslunde V,3,3,0,"0,00"
WEBCAM:FOLLOW:E20 Kauslunde Ø,3,2,0,"0,00"
WEBCAM:FOLLOW:E20 Kbh. Lufthavn V,3,3,0,"0,00"
"WEBCAM:FOLLOW:E20 København C, N",3,3,0,"0,00"
"WEBCAM:FOLLOW:E20 København C, SØ",3,3,0,"0,00"
WEBCAM:FOLLOW:E20 Nyborg C - S,3,3,0,"0,00"
WEBCAM:FOLLOW:E20 Sadderup V,3,3,0,"0,00"
WEBCAM:FOLLOW:E20 Vissenbjerg Ø,3,3,0,"0,00"
WEBCAM:FOLLOW:E20/E47 Karlslunde rasteplads - N,3,2,0,"0,00"
WEBCAM:FOLLOW:E20/E47 Solrød,3,3,0,"0,00"
WEBCAM:FOLLOW:E45 Ejer Baunehøj,3,3,0,"0,00"
WEBCAM:FOLLOW:E45 Haderslev,3,3,0,"0,00"
WEBCAM:FOLLOW:E45 Hylkedalbroen N,3,3,0,"0,00"
WEBCAM:FOLLOW:E47 Helsingør SV,3,2,0,"0,00"
WEBCAM:FOLLOW:E47 Humlebæk S,3,3,0,"0,00"
WEBCAM:FOLLOW:E47 Sakskøbing,3,3,0,"0,00"
WEBCAM:FOLLOW:E47 Sandbjerg N,3,3,0,"0,00"
WEBCAM:FOLLOW:E47/E55 Rønnede S,3,3,0,"0,00"
WEBCAM:FOLLOW:Fiskebæk N,3,3,0,"0,00"
WEBCAM:FOLLOW:Funder Ådal - NØ,3,3,0,"0,00"
WEBCAM:FOLLOW:Give - N,3,3,0,"0,00"
WEBCAM:FOLLOW:Kalvebod - V,3,3,0,"0,00"
WEBCAM:FOLLOW:Kliplev - N,3,3,0,"0,00"
WEBCAM:FOLLOW:Kolding N MTX - NØ,3,3,0,"0,00"
WEBCAM:FOLLOW:Niels Bohrs Allé,3,3,0,"0,00"
WEBCAM:FOLLOW:Odense Syd - V,3,3,0,"0,00"
WEBCAM:FOLLOW:Odense Syd - Ø,3,3,0,"0,00"
WEBCAM:FOLLOW:Roskilde_10,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 15/16 Grenaa,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 16 Hareskoven,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 165 Bullerup,3,1,0,"0,00"
WEBCAM:FOLLOW:Rute 170 Kruså N,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 180 Ny Nibevej N,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 181 Harboøre,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 19 Brogårdsvej,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 19 Lyngbyvej S,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 21 Baldersbr. V,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 21 Baldersbr. Ø,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 28 Skjern - NV,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 40 Skagen Ø,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 507 Gjerlev S,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 585 Fr.havn,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 8 Kruså Ø,3,3,0,"0,00"
WEBCAM:FOLLOW:Rute 9 Nakskov,3,3,0,"0,00"
WEBCAM:FOLLOW:Skovby - N,3,3,0,"0,00"
WEBCAM:FOLLOW:Taulov M50 MTX - V,3,3,0,"0,00"
WEBCAM:FOLLOW:Taastrup V - V,3,3,0,"0,00"
WEBCAM:FOLLOW:Vallensbæk S - V,3,3,0,"0,00"
WEBCAM:OPEN:E20 Esbjerg,3,3,0,"0,00"
WEBCAM:OPEN:E20/E47 Greve,3,3,0,"0,00"
WEBCAM:OPEN:E20/E47/O4 Ishøj - N,3,2,0,"0,00"
WEBCAM:OPEN:E45 Gudenåen,3,3,0,"0,00"
WEBCAM:OPEN:E45 Horsens - V,3,3,0,"0,00"
WEBCAM:OPEN:E45 Smidstrup S,3,2,0,"0,00"
WEBCAM:OPEN:E45 Sæby - NØ,3,3,0,"0,00"
"WEBCAM:OPEN:E45 Vejle N, mod S",3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Aborg--N,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Dybvad---NV,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:E20-Borup-V,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:E20-Kalvebodbroen-N,3,3,0,"0,00"
"WEBCAM:OPEN:Fullscreen:E20-København-C,-Ø",3,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:E55-Gedser-N,3,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Kolding-N-MTX---NØ,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Langebro-SØ,3,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Nykøbing-Falster---S,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-11-Brøns-S,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-16-Ramten-Ø,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-168-Bellinge-N,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-170-Nørreport-S,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-23-Jyderup-Ø,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-55-Løkken---NØ,3,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-9-Langel.broen-V,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-9-Svendborgsundbroen-S,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Sindal---Ø,3,3,0,"0,00"
WEBCAM:OPEN:Fullscreen:Taastrup-V---Ø,3,3,0,"0,00"
WEBCAM:OPEN:Rute 11/28 Skjern - SØ,3,2,0,"0,00"
WEBCAM:OPEN:Rute 15 Lystrup V,3,3,0,"0,00"
WEBCAM:OPEN:Rute 16 Holstebro Ø - V,3,3,0,"0,00"
WEBCAM:OPEN:Rute 180 Limfj.broen S,3,3,0,"0,00"
WEBCAM:OPEN:Rute 21 Brøndby,3,1,0,"0,00"
WEBCAM:OPEN:Rute 269 Haslev,3,3,0,"0,00"
WEBCAM:OPEN:Rute16 Fausing - V,3,3,0,"0,00"
WEBCAM:OPEN:Taulov M50 MTX - V,3,3,0,"0,00"
WEBCAM:OPEN:Universitetsboulevarden,3,3,0,"0,00"
WEBCAM:UNFOLLOW:Allerød S,3,2,0,"0,00"
WEBCAM:UNFOLLOW:E20 Ringsted,3,2,0,"0,00"
WEBCAM:UNFOLLOW:E45 Tilst,3,3,0,"0,00"
WEBCAM:UNFOLLOW:Kolding N MTX - SV,3,3,0,"0,00"
WEBCAM:UNFOLLOW:Rute 165 Bullerup,3,1,0,"0,00"
WEBCAM:UNFOLLOW:Søften - N,3,3,0,"0,00"
LIST:SELECT:itemtype_TrimRoute,2,1,0,"0,00"
NAVIGATIONMENU:SELECT:SENDPOSITION_OFF,2,2,0,"0,00"
PROJECT:LEAVE:2,2,1,0,"0,00"
PROJECT:OPEN:PROJECTSETTINGS_2,2,2,0,"0,00"
WEBCAM:FOLLOW:Albertslund O4,2,2,0,"0,00"
WEBCAM:FOLLOW:Amager Strandvej,2,2,0,"0,00"
WEBCAM:FOLLOW:E20 Esbjerg,2,2,0,"0,00"
WEBCAM:FOLLOW:E20 Kbh. Lufthavn Ø,2,2,0,"0,00"
WEBCAM:FOLLOW:E20 Nyborg V - Ø,2,2,0,"0,00"
WEBCAM:FOLLOW:E20 Vissenbjerg V,2,2,0,"0,00"
WEBCAM:FOLLOW:E20/E47/O4 Ishøj - N,2,2,0,"0,00"
WEBCAM:FOLLOW:E39 Bjergby,2,2,0,"0,00"
WEBCAM:FOLLOW:E45 Nørresundby N,2,2,0,"0,00"
WEBCAM:FOLLOW:E45/E39 Vendsyssel,2,2,0,"0,00"
WEBCAM:FOLLOW:E47 Buddinge,2,2,0,"0,00"
WEBCAM:FOLLOW:E47 Humlebæk N,2,2,0,"0,00"
WEBCAM:FOLLOW:E47 Jyllingevej,2,2,0,"0,00"
WEBCAM:FOLLOW:E47 Ønslev,2,2,0,"0,00"
WEBCAM:FOLLOW:E47/E55 Bårse N,2,2,0,"0,00"
WEBCAM:FOLLOW:E47/E55 Bårse S,2,2,0,"0,00"
WEBCAM:FOLLOW:Industrivej,2,2,0,"0,00"
WEBCAM:FOLLOW:Klovborg - SØ,2,2,0,"0,00"
WEBCAM:FOLLOW:Kvanløse - Ø,2,2,0,"0,00"
WEBCAM:FOLLOW:Kvistgård - NØ,2,2,0,"0,00"
WEBCAM:FOLLOW:Langebro NV,2,2,0,"0,00"
WEBCAM:FOLLOW:Pårup - N,2,2,0,"0,00"
WEBCAM:FOLLOW:Rudbøl grænseoverg.,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 11/55 Aabybro,2,1,0,"0,00"
WEBCAM:FOLLOW:Rute 15 Lind - Ø,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 15 Lystrup V,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 15 Lystrup Ø,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 16 Holstebro Ø - V,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 16 Holstebro Ø - Ø,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 16 Ramten Ø,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 168 Bellinge N,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 168 Bellinge S,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 170 Kruså S,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 170 Nørreskovv. S,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 175 Skærbæk,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 180 Ny Nibevej Ø,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 180 Over Kæret,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 19 Bernstorffsvej,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 19 Lyngbyvej N,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 21 Gevninge,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 21 Høje Tåstrup,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 25 Løgumkloster S,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 26 Kongensbro NV,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 28 Hee - N,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 301 Rolfsted - NV,2,1,0,"0,00"
WEBCAM:FOLLOW:Rute 40 Skagen V-S,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 507 Terndrup S,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 8 Kruså V,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 9 Bregninge,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 9 Ringe N,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute 9 Ringe S,2,2,0,"0,00"
WEBCAM:FOLLOW:Rute16 Fausing - Ø,2,2,0,"0,00"
WEBCAM:FOLLOW:Rødby Havn,2,2,0,"0,00"
WEBCAM:FOLLOW:Rødekro,2,2,0,"0,00"
WEBCAM:FOLLOW:Saksborg - SØ,2,2,0,"0,00"
WEBCAM:FOLLOW:Sindal - V,2,2,0,"0,00"
WEBCAM:FOLLOW:Skovby - S,2,2,0,"0,00"
WEBCAM:FOLLOW:Sorø - V,2,2,0,"0,00"
WEBCAM:FOLLOW:Vemmelev - Ø,2,1,0,"0,00"
WEBCAM:FOLLOW:Viemosevej - S,2,2,0,"0,00"
WEBCAM:OPEN:E20 Borup Ø,2,2,0,"0,00"
WEBCAM:OPEN:E20 Kauslunde V,2,2,0,"0,00"
WEBCAM:OPEN:E20 Langeskov V,2,2,0,"0,00"
WEBCAM:OPEN:E20 Vejen,2,2,0,"0,00"
WEBCAM:OPEN:E45 Skærup Rastepl. S,2,2,0,"0,00"
WEBCAM:OPEN:E45 Aalborg,2,2,0,"0,00"
"WEBCAM:OPEN:E45/15 Århus V, mod Ø",2,2,0,"0,00"
WEBCAM:OPEN:E47 Gladsaxe,2,2,0,"0,00"
WEBCAM:OPEN:E47 Helsingør SV,2,2,0,"0,00"
WEBCAM:OPEN:Everdrup,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:E20-Langeskov-Ø,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:E20-Sadderup-Ø,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:E45-Dannerhøj-N,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:E47/E55-Rønnede-N,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Hillerød-N---Ø,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Odense-MTX---V,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-14-Gelsted-N,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-142-Kpr.-Fr.-Bro-Ø,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-170-Løgumkl.vej-V,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-180-Krebsen-V,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-180-Ny-Nibevej-Ø,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-180-St.mesterv.-NØ,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-201-Lyngby-Omfv.,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-21-Vallensbæk---PTZ,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-26-Kongensbro---SØ,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-301-Rolfsted---SØ,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute-43-Hillerslev-N,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Rute16-Fausing---Ø,2,2,0,"0,00"
WEBCAM:OPEN:Fullscreen:Vrå---S,2,2,0,"0,00"
WEBCAM:OPEN:Herning nord - S,2,2,0,"0,00"
WEBCAM:OPEN:Hobro - N,2,2,0,"0,00"
WEBCAM:OPEN:Industrivej,2,2,0,"0,00"
WEBCAM:OPEN:Kalbygård Skov - Ø,2,2,0,"0,00"
WEBCAM:OPEN:Knivsbjerg - N,2,2,0,"0,00"
WEBCAM:OPEN:Kvanløse - Ø,2,2,0,"0,00"
WEBCAM:OPEN:Kvistgård - SV,2,2,0,"0,00"
WEBCAM:OPEN:Rute 11 Brøns N,2,2,0,"0,00"
WEBCAM:OPEN:Rute 11 Gredst.bro SØ,2,2,0,"0,00"
WEBCAM:OPEN:Rute 11 Horne,2,2,0,"0,00"
WEBCAM:OPEN:Rute 15 Barde,2,2,0,"0,00"
WEBCAM:OPEN:Rute 15/16 Grenaa,2,2,0,"0,00"
WEBCAM:OPEN:Rute 170 Nørreskovv. S,2,2,0,"0,00"
WEBCAM:OPEN:Rute 181 Harboøre,2,2,0,"0,00"
WEBCAM:OPEN:Rute 265 Korsør,2,2,0,"0,00"
WEBCAM:OPEN:Rute 313 Nørre Aaby,2,2,0,"0,00"
WEBCAM:OPEN:Rute 40 Skagen V-S,2,2,0,"0,00"
WEBCAM:OPEN:Rute 507 Gjerlev S,2,2,0,"0,00"
WEBCAM:OPEN:Rute 8 Gislev N,2,2,0,"0,00"
WEBCAM:OPEN:Rute 9 Ringe N,2,2,0,"0,00"
WEBCAM:OPEN:Sindal - V,2,2,0,"0,00"
WEBCAM:OPEN:Slotsherrensvej,2,2,0,"0,00"
WEBCAM:OPEN:Vejlefjordbro nord,2,2,0,"0,00"
WEBCAM:UNFOLLOW:E47 Helsingør SV,2,2,0,"0,00"
WEBCAM:UNFOLLOW:E47 Humlebæk S,2,2,0,"0,00"
WEBCAM:UNFOLLOW:E47/E55 Algestrup S,2,2,0,"0,00"
WEBCAM:UNFOLLOW:Kvistgård - NØ,2,2,0,"0,00"
WEBCAM:UNFOLLOW:Kvistgård - SV,2,2,0,"0,00"
WEBCAM:UNFOLLOW:Rute 15 Barde,2,2,0,"0,00"
WEBCAM:UNFOLLOW:Rute 15 Lystrup V,2,2,0,"0,00"
WEBCAM:UNFOLLOW:Rute 265 Korsør,2,1,0,"0,00"
WEBCAM:UNFOLLOW:Vemmelev - Ø,2,1,0,"0,00"
Feedback,1,1,0,"0,00"
FEEDBACK:SELECT:phonelink:80202060,1,1,0,"0,00"
GEOFENCE:ENTER:5,1,1,0,"0,00"
LIST:SELECT:subsection:rejsetider:Køge Bugt Motorvejen Sydgående,1,1,0,"0,00"
