# ----------------------------------------
# Alle mobilappdata
# Rapport til statistik
# 20180401-20180430
# ----------------------------------------

Hændelseskategori,Handling ved hændelse,Hændelsesetiket,Al aktivitet,Sessioner,Unikke hændelser,Brugere
SCREEN,START,SCREEN:START:MainActivity,211.056,76.879,76.879,16.484
MAP,SELECT,MAP:SELECT:Trafikinfo,107.006,71.958,71.958,16.357
EVENT,OPEN,EVENT:OPEN:fullscreen:traffic,67.444,34.429,34.429,8.489
MAP,SELECT,MAP:SELECT:Webkamera,42.019,9.526,9.526,4.361
GEOFENCE,ENTER,GEOFENCE:ENTER:10,17.888,16.361,16.361,3.565
GEOFENCE,LEAVE,GEOFENCE:LEAVE:10,17.324,15.908,15.908,3.505
MAP,SELECT,MAP:SELECT:Vejarbejde,12.969,6.055,6.055,3.729
LIST,OPEN,LIST:OPEN:P4LIST,8.198,6.696,6.696,3.536
ACTIONBAR,SELECT,ACTIONBAR:SELECT:CENTERPOSITION_ICON,7.955,5.910,5.910,2.788
NAVIGATIONMENU,OPEN,(not set),6.515,4.676,4.676,3.254
EVENT,OPEN,EVENT:OPEN:fullscreen:roadwork,5.579,2.305,2.305,1.554
ACTIONBAR,SELECT,ACTIONBAR:SELECT:PLAY_ICON,5.209,3.564,3.564,2.355
MAP,SELECT,MAP:SELECT:Pladser,3.978,2.398,2.398,1.884
GEOFENCE,ENTER,GEOFENCE:ENTER:7,2.911,2.867,2.867,1.068
GEOFENCE,LEAVE,GEOFENCE:LEAVE:7,2.846,2.803,2.803,1.046
GEOFENCE,ENTER,GEOFENCE:ENTER:6,2.799,2.755,2.755,1.029
GEOFENCE,LEAVE,GEOFENCE:LEAVE:6,2.699,2.659,2.659,1.008
LIST,SELECT,LIST:SELECT:section:Trafikmeldinger,2.526,1.269,1.269,724
LIST,SELECT,LIST:SELECT:section:P4 Trafik,1.546,1.106,1.106,624
LIST,SELECT,LIST:SELECT:section:Vejarbejder,1.495,718,718,620
LIST,SELECT,LIST:SELECT:section:Webkamera,1.233,420,420,367
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Lillebæltsbroen,1.078,907,907,528
MAP,SELECT,MAP:SELECT:Trafikmeldinger,903,449,449,139
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-38-Aakirkeby,765,697,697,373
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Kauslunde-V,745,609,609,377
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Vissenbjerg-Ø,645,531,531,376
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Bakkebølle---Ø,627,547,547,393
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:P4_AUTOPLAY_ON,571,513,513,459
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E47-Ønslev,508,439,439,338
LIST,SELECT,LIST:SELECT:itemtype_P4Area,495,367,367,255
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Fjelsted-Ø,492,415,415,287
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:AUTOPLAY_ON,486,451,451,396
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Odense-Syd---V,461,390,390,277
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:EMERGENCY_PHONE_OFF,455,420,420,386
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E47-Hillested,418,388,388,308
