# ----------------------------------------
# Alle mobilappdata
# Rapport til statistik
# 20161201-20161231
# ----------------------------------------

Hændelseskategori,Handling ved hændelse,Hændelsesetiket,Al aktivitet,Sessioner,Unikke hændelser,Brugere
SCREEN,START,SCREEN:START:MainActivity,163.161,50.697,50.697,11.465
MAP,SELECT,MAP:SELECT:Trafikmeldinger,144.328,50.484,50.484,11.429
EVENT,OPEN,EVENT:OPEN:fullscreen:traffic,65.239,28.604,28.604,7.017
MAP,SELECT,MAP:SELECT:Webkamera,29.394,7.510,7.510,4.080
MAP,SELECT,MAP:SELECT:Vejarbejder,10.482,5.858,5.858,3.679
Activity,Start,Screen start: TrafikinfoApplication:MainActivity,9.546,3.683,3.683,710
ACTIONBAR,SELECT,ACTIONBAR:SELECT:CENTERPOSITION_ICON,7.766,4.769,4.769,2.526
NAVIGATIONMENU,OPEN,(not set),6.395,4.376,4.376,3.055
LIST,OPEN,(not set),5.725,4.210,4.210,2.507
LIST,SELECT,LIST:SELECT:section:Trafikmeldinger,5.549,2.776,2.776,1.689
EVENT,OPEN,EVENT:OPEN:fullscreen:roadwork,3.309,1.683,1.683,1.292
EVENT,OPEN,EVENT:OPEN:fullscreen:ferry,3.114,2.438,2.438,1.686
App,Start,App start: TrafikinfoApplication,2.358,900,900,38
ACTIONBAR,SELECT,ACTIONBAR:SELECT:PLAY_ICON,2.323,1.461,1.461,1.228
LIST,SELECT,LIST:SELECT:section:Vejarbejder,1.785,974,974,827
WEBCAM,OPEN,N/A,1.675,1.157,1.157,830
views,entered,Area/MapChange/Trafikmeldinger,1.502,939,939,208
LIST,SELECT,LIST:SELECT:section:Webkamera,1.215,486,486,413
LIST,SELECT,LIST:SELECT:section:Rejsetider,1.063,617,617,511
WEBCAM,OPEN,WEBCAM:OPEN:E20 Storebæltbroen,833,702,702,520
LIST,SELECT,LIST:SELECT:section:Bro og Tunnel,735,476,476,403
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:SENDPOSITION_ON,703,679,679,640
EVENT,FOLLOW,EVENT:FOLLOW:TrafficEventA,649,573,573,492
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:AUTOPLAY_ON,565,516,516,452
LIST,SELECT,LIST:SELECT:section:Færger,532,310,310,269
WEBCAM,OPEN,WEBCAM:OPEN:E20 Lillebæltsbroen,512,447,447,312
views,entered,Area/Custom,499,386,386,117
WEBCAM,OPEN,WEBCAM:OPEN:E20 Vissenbjerg Ø,494,409,409,318
WEBCAM,OPEN,WEBCAM:OPEN:E20 Fjelsted Ø,435,352,352,274
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:AUTOPLAY_OFF,396,368,368,310
WEBCAM,OPEN,WEBCAM:OPEN:E20 Nyborg C - S,373,336,336,281
WEBCAM,OPEN,WEBCAM:OPEN:E20/E47 Solrød,371,331,331,221
WEBCAM,OPEN,WEBCAM:OPEN:E20 Kauslunde V,356,302,302,227
WEBCAM,OPEN,WEBCAM:OPEN:Rute 142 Kpr. Fr. Bro V,346,259,259,141
WEBCAM,OPEN,WEBCAM:OPEN:E20/E47/O4 Ishøj,309,280,280,190
WEBCAM,OPEN,WEBCAM:OPEN:Rute 313 Nørre Aaby,309,264,264,226
MAP,SELECT,MAP:SELECT:Pladser,282,39,39,19
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:SENDPOSITION_OFF,275,263,263,232
WEBCAM,OPEN,WEBCAM:OPEN:Vemmelev - V,274,243,243,201
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:GUIDE,269,240,240,233
WEBCAM,OPEN,WEBCAM:OPEN:Taulov M50 MTX - V,248,223,223,192
WEBCAM,OPEN,WEBCAM:OPEN:E20 Borup Ø,243,197,197,158
WEBCAM,OPEN,WEBCAM:OPEN:E45 Ejer Baunehøj,231,215,215,162
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:applink:Vintertrafik app,226,211,211,179
WEBCAM,OPEN,WEBCAM:OPEN:E20 Salby Ø,208,180,180,141
WEBCAM,OPEN,WEBCAM:OPEN:Vejlefjordbro nord,208,189,189,168
WEBCAM,OPEN,WEBCAM:OPEN:E20 Kalvebodbroen S,207,172,172,122
WEBCAM,OPEN,WEBCAM:OPEN:E20 Ringsted,199,162,162,135
WEBCAM,OPEN,WEBCAM:OPEN:E45 Horsens - V,195,175,175,147
WEBCAM,OPEN,WEBCAM:OPEN:Kalvebod - V,190,165,165,104
WEBCAM,OPEN,WEBCAM:OPEN:E45 Vejlefjordbroen S,188,171,171,151
WEBCAM,OPEN,"WEBCAM:OPEN:E45/15 Århus V, mod Ø",174,156,156,138
WEBCAM,OPEN,WEBCAM:OPEN:E47 Roskildevej,171,136,136,92
WEBCAM,OPEN,WEBCAM:OPEN:Rute 180 Limfj.broen N,164,134,134,111
WEBCAM,OPEN,WEBCAM:OPEN:Rute 265 Korsør,163,144,144,126
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:ABOUT_APP,162,146,146,135
WEBCAM,OPEN,WEBCAM:OPEN:E45 Aalborg,162,145,145,102
WEBCAM,OPEN,WEBCAM:OPEN:Sorø - V,162,155,155,124
EVENT,UNFOLLOW,EVENT:UNFOLLOW:TrafficEventA,160,145,145,133
WEBCAM,OPEN,WEBCAM:OPEN:E45 Tilst,160,147,147,108
WEBCAM,OPEN,WEBCAM:OPEN:Center Boulevard,158,132,132,92
WEBCAM,OPEN,WEBCAM:OPEN:E47 Gladsaxe,151,113,113,93
WEBCAM,OPEN,WEBCAM:OPEN:E45 Gudenåen,150,95,95,73
WEBCAM,OPEN,WEBCAM:OPEN:E45 Randers,150,120,120,104
WEBCAM,OPEN,WEBCAM:OPEN:Søften - N,150,135,135,112
WEBCAM,OPEN,WEBCAM:OPEN:E20 Kbh. Lufthavn V,144,127,127,91
WEBCAM,OPEN,"WEBCAM:OPEN:E20 København C, SØ",141,97,97,77
WEBCAM,OPEN,WEBCAM:OPEN:Kolding N MTX - SV,136,119,119,98
WEBCAM,OPEN,WEBCAM:OPEN:E20 Langeskov V,135,125,125,114
WEBCAM,OPEN,"WEBCAM:OPEN:E45 Vejle N, mod S",135,126,126,113
WEBCAM,OPEN,WEBCAM:OPEN:Rute 26 Tved,127,112,112,95
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:link:http://www.vejdirektoratet.dk,125,122,122,109
WEBCAM,OPEN,WEBCAM:OPEN:E20 vest for Nyborg V,122,112,112,101
views,entered,Area/MapChange/Webkamera,121,43,43,26
WEBCAM,OPEN,WEBCAM:OPEN:Rute 15 Lystrup V,121,107,107,71
WEBCAM,OPEN,WEBCAM:OPEN:E45 Hylkedalbroen S,119,109,109,87
WEBCAM,OPEN,WEBCAM:OPEN:E39 Bjergby,112,103,103,75
WEBCAM,OPEN,WEBCAM:OPEN:Rute 21 Vallensbæk,109,76,76,49
WEBCAM,OPEN,WEBCAM:OPEN:Ringsted_13,108,98,98,75
WEBCAM,OPEN,WEBCAM:OPEN:E45 Haderslev,106,98,98,63
WEBCAM,OPEN,WEBCAM:OPEN:Odense MTX - Ø,105,97,97,84
WEBCAM,OPEN,WEBCAM:OPEN:Odense SV - V,105,96,96,85
WEBCAM,OPEN,WEBCAM:OPEN:Rute 40 Skagen V-S,105,103,103,78
WEBCAM,OPEN,WEBCAM:OPEN:E45 Smidstrup S,104,92,92,84
WEBCAM,OPEN,WEBCAM:OPEN:Rute 180 Limfj.broen S,104,89,89,69
WEBCAM,OPEN,WEBCAM:OPEN:Rute 21 Brøndby,103,85,85,69
WEBCAM,OPEN,WEBCAM:OPEN:E45 Kolding - NV,101,96,96,81
WEBCAM,OPEN,WEBCAM:OPEN:Roskilde_10,99,87,87,71
WEBCAM,OPEN,WEBCAM:OPEN:Odense Syd - V,98,90,90,78
WEBCAM,OPEN,WEBCAM:OPEN:Haverslev - N,97,87,87,70
WEBCAM,OPEN,WEBCAM:OPEN:Langebro NV,97,87,87,68
WEBCAM,OPEN,WEBCAM:OPEN:Rute 181 Harboøre,96,88,88,82
WEBCAM,OPEN,WEBCAM:OPEN:Vejle N Horsensvej,96,88,88,79
views,entered,Area/MapChange/Vejarbejder,95,55,55,35
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:FEEDBACK,94,71,71,63
WEBCAM,OPEN,WEBCAM:OPEN:E47/E55 Algestrup S,94,87,87,64
WEBCAM,OPEN,WEBCAM:OPEN:Bakkebølle - Ø,92,80,80,62
WEBCAM,OPEN,WEBCAM:OPEN:E20/E47 Karlslunde rasteplads - S,91,88,88,77
WEBCAM,OPEN,WEBCAM:OPEN:E45 Skærup Rastepl. S,91,79,79,74
WEBCAM,OPEN,WEBCAM:OPEN:Vallensbæk S - V,91,83,83,77
WEBCAM,OPEN,WEBCAM:OPEN:E47 Brøndby,88,80,80,52
WEBCAM,OPEN,WEBCAM:OPEN:Fiskebæk N,83,70,70,56
WEBCAM,OPEN,WEBCAM:OPEN:Rute 21 Høje Tåstrup,83,68,68,57
WEBCAM,OPEN,WEBCAM:OPEN:E20 Esbjerg,82,78,78,69
WEBCAM,OPEN,WEBCAM:OPEN:Skovby - N,82,76,76,39
WEBCAM,OPEN,WEBCAM:OPEN:Rute 21 Gevninge,80,73,73,54
WEBCAM,OPEN,WEBCAM:OPEN:E45 Nørresundby S,79,69,69,56
WEBCAM,OPEN,WEBCAM:OPEN:Kliplev - N,79,71,71,67
LIST,SELECT,LIST:SELECT:section:Pladser,78,10,10,6
WEBCAM,OPEN,WEBCAM:OPEN:Rute 55 Løkken S,78,75,75,58
WEBCAM,OPEN,WEBCAM:OPEN:Rødekro,78,70,70,57
WEBCAM,OPEN,WEBCAM:OPEN:Kolding Ø - V,76,73,73,69
WEBCAM,OPEN,WEBCAM:OPEN:E47 Buddinge,75,63,63,50
WEBCAM,OPEN,WEBCAM:OPEN:Hobro - N,75,66,66,57
WEBCAM,OPEN,WEBCAM:OPEN:Rute 161 Middelfart,75,73,73,65
WEBCAM,OPEN,WEBCAM:OPEN:Albertslund O4,74,58,58,43
WEBCAM,OPEN,"WEBCAM:OPEN:Rute 26 Nykøbing M, N",74,66,66,55
WEBCAM,OPEN,WEBCAM:OPEN:Visby - N,74,72,72,67
WEBCAM,OPEN,"WEBCAM:OPEN:E45 Århus V, mod N",71,61,61,46
WEBCAM,OPEN,WEBCAM:OPEN:Rute 16 Holstebro Ø - V,71,65,65,54
WEBCAM,OPEN,WEBCAM:OPEN:E47/E55 Bårse S,70,63,63,52
WEBCAM,OPEN,WEBCAM:OPEN:Rute 9 Ringe N,70,69,69,46
WEBCAM,OPEN,WEBCAM:OPEN:Rute 15 Silkeborg,69,62,62,53
WEBCAM,OPEN,WEBCAM:OPEN:Rute 9 Svendborgsundbroen N,69,67,67,53
WEBCAM,OPEN,WEBCAM:OPEN:Svenstrup - N,69,61,61,48
WEBCAM,OPEN,WEBCAM:OPEN:Rute 8 Alssundbroen Ø - V,68,60,60,35
WEBCAM,OPEN,WEBCAM:OPEN:Vigerslevvej,68,64,64,30
WEBCAM,OPEN,WEBCAM:OPEN:Rute 6 Gundsømagle,67,65,65,46
WEBCAM,OPEN,WEBCAM:OPEN:E47 Humlebæk S,66,60,60,47
WEBCAM,OPEN,WEBCAM:OPEN:Rute 21 Baldersbr. V,65,56,56,42
WEBCAM,OPEN,WEBCAM:OPEN:Vejle Bredstenvej - Ø,64,62,62,53
WEBCAM,OPEN,WEBCAM:OPEN:Rudbøl grænseoverg.,62,55,55,34
WEBCAM,OPEN,WEBCAM:OPEN:Rute 21 Lumsås - SØ,62,56,56,46
WEBCAM,OPEN,WEBCAM:OPEN:E20 Nyborg V - Ø,61,59,59,56
WEBCAM,OPEN,WEBCAM:OPEN:E47 Ønslev,61,59,59,50
WEBCAM,OPEN,WEBCAM:OPEN:E20 Sadderup V,60,59,59,55
WEBCAM,OPEN,WEBCAM:OPEN:Herning nord - S,59,49,49,44
WEBCAM,OPEN,WEBCAM:OPEN:Kong Christian X bro,59,57,57,23
WEBCAM,OPEN,WEBCAM:OPEN:Rute 16 Hundested,59,55,55,52
WEBCAM,OPEN,WEBCAM:OPEN:Rute 19 Brogårdsvej,59,51,51,45
WEBCAM,OPEN,WEBCAM:OPEN:Ballerup Boulevard - V,57,55,55,49
WEBCAM,OPEN,WEBCAM:OPEN:Rute 22 Kalundborg,57,52,52,35
WEBCAM,OPEN,WEBCAM:OPEN:E47 Jyllingevej,56,48,48,46
WEBCAM,OPEN,WEBCAM:OPEN:Rute 175 Rømø,56,51,51,44
WEBCAM,OPEN,WEBCAM:OPEN:Rute 9 Langel.broen Ø,56,52,52,40
WEBCAM,OPEN,WEBCAM:OPEN:Osted - NØ,55,50,50,39
WEBCAM,OPEN,WEBCAM:OPEN:Rute 16 Hareskoven,54,51,51,41
WEBCAM,OPEN,WEBCAM:OPEN:Rute 28 Hee - N,54,52,52,45
WEBCAM,OPEN,WEBCAM:OPEN:Øster Voldgade,53,48,48,44
WEBCAM,OPEN,WEBCAM:OPEN:E45/E39 Vendsyssel,52,46,46,36
WEBCAM,OPEN,WEBCAM:OPEN:Rute 15 Hornslet,52,47,47,35
WEBCAM,OPEN,WEBCAM:OPEN:Taastrup V - V,52,43,43,36
WEBCAM,OPEN,WEBCAM:OPEN:Rute16 Fausing - V,50,43,43,20
WEBCAM,OPEN,WEBCAM:OPEN:Rødby Havn,50,46,46,34
WEBCAM,OPEN,WEBCAM:OPEN:Rute 16 Viborg V,49,45,45,36
WEBCAM,OPEN,WEBCAM:OPEN:Rute 21 Arnakke NV,49,45,45,41
WEBCAM,OPEN,WEBCAM:OPEN:Universitetsboulevarden,49,47,47,40
WEBCAM,OPEN,WEBCAM:OPEN:Sindal - V,48,42,42,34
WEBCAM,OPEN,WEBCAM:OPEN:Bispeengbuen,47,37,37,33
WEBCAM,OPEN,"WEBCAM:OPEN:E20 København C, S",47,46,46,41
WEBCAM,OPEN,WEBCAM:OPEN:Industrivej,47,40,40,36
WEBCAM,OPEN,WEBCAM:OPEN:O1-ODN Østre Stationsvej,47,47,47,42
WEBCAM,OPEN,WEBCAM:OPEN:E45 Frøslev 1,45,43,43,40
WEBCAM,OPEN,WEBCAM:OPEN:Rute 15/21 Feldballe,45,43,43,38
WEBCAM,OPEN,WEBCAM:OPEN:Rute 170 Kruså S,45,40,40,34
WEBCAM,OPEN,WEBCAM:OPEN:Skive - SV,45,42,42,34
WEBCAM,OPEN,WEBCAM:OPEN:E47 Gl. Holte,44,40,40,37
WEBCAM,OPEN,WEBCAM:OPEN:Rute 19 Lyngbyvej S,44,37,37,33
WEBCAM,OPEN,WEBCAM:OPEN:Rute 38 Aakirkeby,44,41,41,32
WEBCAM,OPEN,WEBCAM:OPEN:Vig - S,44,41,41,31
WEBCAM,OPEN,WEBCAM:OPEN:Øster Alle SØ,44,35,35,32
WEBCAM,OPEN,WEBCAM:OPEN:E47 Lyngby,43,41,41,39
FEEDBACK,SELECT,FEEDBACK:SELECT:phonelink:80202060,42,22,22,19
WEBCAM,OPEN,WEBCAM:OPEN:Hillerød N - V,42,38,38,33
WEBCAM,OPEN,WEBCAM:OPEN:Rute 15/16 Grenaa,42,41,41,28
WEBCAM,OPEN,WEBCAM:OPEN:Rute 170 Rådhusg. S,42,36,36,21
WEBCAM,OPEN,WEBCAM:OPEN:Rute 19 Bernstorffsvej,42,40,40,37
PLACE,OPEN,N/A,41,14,14,5
WEBCAM,OPEN,WEBCAM:OPEN:E47/E55 Rønnede S,41,37,37,30
WEBCAM,OPEN,WEBCAM:OPEN:Rute 11/28 Skjern - SØ,41,37,37,36
WEBCAM,OPEN,WEBCAM:OPEN:Rute 53 Skibby,41,38,38,34
WEBCAM,OPEN,WEBCAM:OPEN:Rute 175 Skærbæk,40,38,38,32
WEBCAM,OPEN,WEBCAM:OPEN:Rute 180 Over Kæret,39,37,37,30
WEBCAM,OPEN,WEBCAM:OPEN:Ølsted - V,39,38,38,34
WEBCAM,OPEN,WEBCAM:OPEN:E39 Brønderslev - S,38,38,38,33
WEBCAM,OPEN,WEBCAM:OPEN:E45 Sæby - NØ,38,34,34,30
WEBCAM,OPEN,WEBCAM:OPEN:E47 Brådebæk,38,35,35,32
WEBCAM,OPEN,WEBCAM:OPEN:Rute 11 Fjerritslev V,38,38,38,31
WEBCAM,OPEN,WEBCAM:OPEN:Rute 15 Lind - Ø,38,38,38,32
EVENT,OPEN,EVENT:OPEN:fullscreen:trim,37,30,30,26
WEBCAM,OPEN,WEBCAM:OPEN:Amager Strandvej,37,37,37,26
WEBCAM,OPEN,WEBCAM:OPEN:E47 Sakskøbing,37,36,36,31
