# ----------------------------------------
# Alle mobilappdata
# Rapport til statistik
# 20180301-20180331
# ----------------------------------------

Hændelseskategori,Handling ved hændelse,Hændelsesetiket,Al aktivitet,Sessioner,Brugere
LIST,SELECT,LIST:SELECT:itemtype_Train,11,11,9
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Albertslund-O4,11,9,7
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Ringsted_13,11,10,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Øster-Voldgade,11,11,8
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Amager-Strandvej,10,10,7
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E47-Helsingør-SV,10,9,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Everdrup,10,10,8
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-269-Haslev,10,9,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-6-Gundsømagle,10,8,5
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Ruten,10,8,8
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Taastrup-V---V,10,7,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Viemosevej---S,10,8,5
EVENT,FOLLOW,EVENT:FOLLOW:TrafficEventA,9,8,7
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:AUTOPLAY_OFF,9,7,7
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Kalvebodbroen-S,9,9,7
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Kbh.-Lufthavn-V,9,9,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Storebæltbroen,9,9,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E47-Buddinge,9,8,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Kvistgård---SV,9,8,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Nordhavn,9,9,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-19-Lyngbyvej-S,9,9,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rødby-Havn,9,9,8
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:FEEDBACK,8,8,7
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Ballerup-Boulevard---V,8,7,7
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E47-Humlebæk-S,8,8,8
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E55-Gedser-S,8,8,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Kalvehave-V,8,8,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-14-Gelsted-S,8,8,5
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-19-Bernstorffsvej,8,8,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-19-Brogårdsvej,8,8,7
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-54-Boserup-skov,8,6,4
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-9-Ringe-N,8,7,1
EVENT,FOLLOW,EVENT:FOLLOW:TrafficEventB,7,6,2
LIST,SELECT,LIST:SELECT:section:P4 Trafik,7,6,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Fjelsted-Ø,7,4,4
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Kauslunde-V,7,6,4
WEBCAM,OPEN,"WEBCAM:OPEN:Fullscreen:E20-København-C,-SØ",7,7,7
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Vissenbjerg-Ø,7,7,5
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E47-Hillested,7,7,6
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:O3-ODN-Bullerup,7,7,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-21-Arnakke-NV,7,7,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-211-Måløv,7,6,4
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-265-Korsør,7,7,5
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Taulov-M50-MTX---V,7,5,4
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Vemmelev---V,7,7,3
LIST,SELECT,LIST:SELECT:itemtype_P4Area,6,5,5
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Nyborg-C---S,6,6,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E45-Haderslev,6,5,4
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Hillerød-N---V,6,6,4
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Odense-Syd---V,6,6,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-142-Kpr.-Fr.-Bro-V,6,5,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-22-Fuglebjerg,6,4,4
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-38-Aakirkeby,6,6,4
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Vigerslevvej,6,6,5
EVENT,OPEN,EVENT:OPEN:fullscreen:metro,5,5,4
LIST,SELECT,LIST:SELECT:itemtype_Metro,5,5,4
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Langebro SØ,5,5,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Amager-Boulevard,5,5,4
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Lillebæltsbroen,5,4,4
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E45-Hylkedalbroen-S,5,3,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Grevinge---S,5,5,5
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-21-Baldersbr.-V,5,5,5
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-9-Nakskov,5,4,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Tystrupvej,5,5,3
EVENT,UNFOLLOW,EVENT:UNFOLLOW:TrafficEventA,4,3,3
LIST,SELECT,LIST:SELECT:itemtype_TwitterStatus,4,4,3
SUBSCRIPTIONS_OVERVIEW,OPEN,SUBSCRIPTIONS_OVERVIEW:OPEN:ROUTE_AREA,4,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Amager Boulevard,4,4,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Langebro NV,4,4,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E45-Kolding---NV,4,3,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E47-Lyngby,4,4,4
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E55-Stavreby,4,4,4
WEBCAM,OPEN,"WEBCAM:OPEN:Fullscreen:Næstved,-Ring-Nord---V",4,4,4
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-313-Nørre-Aaby,4,3,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-8-Gislev-N,4,4,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-9-Bregninge,4,4,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Øster-Alle-SØ,4,3,3
Activity,Start,Screen start: HovedstadenApplication:MainActivity,3,2,1
WEBCAM,OPEN,"WEBCAM:OPEN:Fullscreen:E20-København-C,-S",3,3,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Vissenbjerg-V,3,3,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20/E47/O4-Ishøj---N,3,3,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Kliplev---N,3,3,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Kolding-N-MTX---SV,3,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Lille-Skensved---V,3,3,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Magleby---V,3,3,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Niels-Bohrs-Allé,3,3,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Osted---NØ,3,3,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-16-Holstebro-Ø---V,3,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-161-Middelfart,3,3,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-23-Jyderup-V,3,3,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-255-Hvalsø,3,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-9-Svendborgsundbroen-N,3,2,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Skovby---N,3,3,3
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Vejle-Bredstenvej---Ø,3,2,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Vig---S,3,3,3
EVENT,UNFOLLOW,EVENT:UNFOLLOW:TrafficEventB,2,1,1
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:SUBSCRIPTIONS_OVERVIEW,2,1,1
SUBSCRIPTIONS_OVERVIEW,OPEN,SUBSCRIPTIONS_OVERVIEW:OPEN:ROADWORK,2,1,1
SUBSCRIPTIONS_OVERVIEW,OPEN,SUBSCRIPTIONS_OVERVIEW:OPEN:TRAFFIC,2,1,1
SUBSCRIPTIONS_OVERVIEW,SELECT,SUBSCRIPTIONS_OVERVIEW:SELECT:ROUTE_AREA_CATEGORIES_CHANGE,2,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Center Boulevard,2,2,2
WEBCAM,FOLLOW,WEBCAM:FOLLOW:E20 Kbh. Lufthavn V,2,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:E20/E47/O4 Ishøj,2,2,2
WEBCAM,FOLLOW,WEBCAM:FOLLOW:E47 Gladsaxe,2,2,2
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Rute 16 Hareskoven,2,2,2
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Vallensbæk S - V,2,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Brenderup,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Langeskov-V,2,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-Nyborg-V---Ø,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E45-Frøslev-1,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E45-Horsens---V,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E45-Smidstrup-S,2,2,1
WEBCAM,OPEN,"WEBCAM:OPEN:Fullscreen:E45-Vejle-N,-mod-S",2,2,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E47-Humlebæk-N,2,2,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E55-Gedser-N,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Give---N,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Gørløse-S,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Kolding-Ø---V,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Langebro-SØ,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-16-Hundested,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-165-Bullerup,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-21-Vallensbæk,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-22-Kalundborg,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-25-Løgumkloster-S,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-28/30-Bill.-Lufth.,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rødekro,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Søften---N,2,2,2
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Visby---N,2,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Øster-Stillinge,2,2,2
LIST,SELECT,LIST:SELECT:itemtype_String,1,1,1
SUBSCRIPTIONS_OVERVIEW,SELECT,SUBSCRIPTIONS_OVERVIEW:SELECT:ADD_AREA,1,1,1
SUBSCRIPTIONS_OVERVIEW,SELECT,SUBSCRIPTIONS_OVERVIEW:SELECT:NOTIFICATION_MUTE,1,1,1
SUBSCRIPTIONS_OVERVIEW,SELECT,SUBSCRIPTIONS_OVERVIEW:SELECT:NOTIFICATION_UNMUTE,1,1,1
SUBSCRIPTIONS_OVERVIEW,SELECT,SUBSCRIPTIONS_OVERVIEW:SELECT:ROUTE_AREA_DELETE,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Allerød S,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Amager Strandvej,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Bispeengbuen - SØ,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:E20 Kbh. Lufthavn Ø,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:E20 Vissenbjerg V,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:E45 Horsens - V,1,1,1
WEBCAM,FOLLOW,"WEBCAM:FOLLOW:E45 Vejle N, mod S",1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:E47 Buddinge,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:E47 Jyllingevej,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:E47/E55 Rønnede S,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Kalvebod - V,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Nordhavn,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Rute 16 Hillerød,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Rute 21 Brøndby,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Rute 21 Høje Tåstrup,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Rute 269 Haslev,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Viemosevej - S,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Øster Alle NV,1,1,1
WEBCAM,FOLLOW,WEBCAM:FOLLOW:Øster Voldgade,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Brodal---Ø,1,1,1
WEBCAM,OPEN,"WEBCAM:OPEN:Fullscreen:Byens-bro-,-Odense---SV",1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20-vest-for-Nyborg-V,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E20/E47-Karlslunde-rasteplads---N,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E39-Brønderslev---S,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E45-Ejer-Bavnehøj-V---N,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E45-Gudenåen,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E45-Randers,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E45-Skærup-Rastepl.-S,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E47/E55-Algestrup-N,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:E47/E55-Bårse-N,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Grønnemose-Alle---Ø,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Gødding---Ø,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Herning-nord---S,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Hobro---N,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Knivsbjerg---N,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Kvanløse---Ø,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Kvistgård---NØ,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Læborg---N,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Lønne---NV,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Odense-MTX---Ø,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-11-Brøns-S,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-14-Gelsted-N,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-15-Lind---Ø,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-15-Lystrup-V,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-19-Lyngbyvej-N,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-21-Lumsås---SØ,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-22-Høng,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-301-Rolfsted---NV,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-303-Villestofte,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-315-Dalby,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-40-Skagen-V-S,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-469-Hejnsvig,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-545-Hurup,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-591-Balling,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-8-Alssundbroen-Ø---V,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-8-Kruså-V,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Rute-9-Spodsbjerg,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Slangerupvej-Hillerød---N,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Sorø---Ø,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Universitetsboulevarden,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Vejlefjordbro-nord,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Ølsted---V,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Øster-Alle-NV,1,1,1
WEBCAM,OPEN,WEBCAM:OPEN:Fullscreen:Ålekistevej,1,1,1
WEBCAM,UNFOLLOW,WEBCAM:UNFOLLOW:E20 Kbh. Lufthavn V,1,1,1
WEBCAM,UNFOLLOW,WEBCAM:UNFOLLOW:E20/E47/O4 Ishøj,1,1,1
WEBCAM,UNFOLLOW,"WEBCAM:UNFOLLOW:E45 Vejle N, mod S",1,1,1
WEBCAM,UNFOLLOW,WEBCAM:UNFOLLOW:Vallensbæk S - V,1,1,1
WEBCAM,UNFOLLOW,WEBCAM:UNFOLLOW:Viemosevej - S,1,1,1
